Muestra,IRRADIANCE [W/m^2],TEMPERATURE [°C],ZENITH [deg],AZIMUTH [deg],ALBEDO,Vmpp,Impp,Pmpp,Fill Factor,Eficiencia
2020_28_03_10_30,0,12.6,100,-86,0.14,14.06,3.75,52.78,0.66098,0
2020_28_03_10_36,0,12.6,98,-86,0.14,14.27,3.87,55.27,0.66940,0
2020_28_03_10_41,0,12.6,97,-86,0.14,13.86,3.99,55.27,0.65684,0
2020_28_03_10_47,0,12.6,96,-86,0.14,13.67,4.12,56.27,0.65159,0
2020_28_03_10_53,0,12.6,93,-87,0.14,13.66,4.09,55.84,0.63441,0
2020_28_03_10_59,0,12.6,93,-87,0.14,13.67,4.20,57.47,0.64141,0
2020_28_03_11_04,0,12.6,91,-87,0.14,13.46,4.35,58.59,0.64127,0
2020_28_03_11_10,6,12.8,90,-87,0.14,13.26,4.50,59.62,0.63545,0
2020_28_03_11_16,13,12.9,88,-87,0.14,13.26,4.49,59.58,0.63142,0
2020_28_03_11_22,24,13.1,87,-87,0.14,13.26,4.55,60.36,0.62530,0
2020_28_03_11_27,36,13.2,86,-88,0.14,13.26,4.56,60.44,0.62686,0
2020_28_03_11_33,64,13.5,83,-88,0.14,13.26,4.55,60.39,0.62333,0
2020_28_03_11_39,78,13.7,82,-88,0.14,13.06,4.77,62.35,0.61732,0
2020_28_03_11_45,93,13.8,81,-88,0.14,13.26,4.63,61.43,0.63149,0
2020_28_03_11_50,111,14,80,-88,0.14,12.86,4.92,63.27,0.62658,0
2020_28_03_11_56,130,14.1,78,-88,0.14,13.66,4.54,61.98,0.62262,0
2020_28_03_12_02,149,14.3,77,-88,0.14,13.26,4.80,63.70,0.62560,0
2020_28_03_12_08,188,14.7,75,-89,0.14,12.87,4.92,63.33,0.62325,0
2020_28_03_12_13,208,14.9,73,-89,0.14,14.46,1.71,24.76,0.62087,0
2020_28_03_12_19,235,15.2,72,-89,0.14,13.46,4.83,64.94,0.61239,0
2020_28_03_12_25,264,15.4,71,-89,0.14,12.67,4.81,60.96,0.61254,0
2020_28_03_12_31,289,15.6,70,-89,0.14,12.87,4.81,61.88,0.61435,0
2020_28_03_12_37,313,15.8,69,-89,0.14,12.86,4.90,63.05,0.61227,0
2020_28_03_12_42,336,16.1,67,-89,0.14,13.26,4.49,59.48,0.63924,0
2020_28_03_12_48,382,16.5,65,-90,0.14,14.46,1.30,18.74,0.73190,1
2020_28_03_13_00,426,17,62,-90,0.14,13.66,4.76,65.06,0.64227,0
2020_28_03_13_05,448,17.2,61,-90,0.14,13.85,4.43,61.31,0.66106,0
2020_28_03_13_11,470,17.5,60,-90,0.14,13.26,4.55,60.27,0.62838,0
2020_28_03_13_17,491,17.7,59,-90,0.14,13.26,4.67,61.86,0.62638,0
2020_28_03_13_23,530,18.2,56,-91,0.14,13.66,1.67,22.77,0.74894,2
2020_28_03_13_34,581,18.7,54,-91,0.14,14.46,1.07,15.49,0.75286,2
2020_28_03_13_40,604,18.9,52,-91,0.14,13.86,4.43,61.39,0.64638,0
2020_28_03_13_46,625,19.1,51,-91,0.14,13.66,4.31,58.85,0.64202,0
2020_28_03_13_51,645,19.4,50,-91,0.14,13.46,4.17,56.07,0.64293,0
2020_28_03_13_57,665,19.6,49,-92,0.14,13.46,4.22,56.77,0.63319,0
2020_28_03_14_03,705,20.1,46,-92,0.14,13.66,4.22,57.62,0.63978,0
2020_28_03_14_09,724,20.4,45,-92,0.14,13.26,4.24,56.17,0.63296,0
2020_28_03_14_14,742,20.8,44,-92,0.14,13.46,3.96,53.36,0.64301,0
2020_28_03_14_20,760,21.1,42,-93,0.14,13.66,3.91,53.36,0.65368,0
2020_28_03_14_26,778,21.4,41,-93,0.14,13.86,3.81,52.81,0.65635,0
2020_28_03_14_32,795,21.7,40,-93,0.14,13.66,3.95,53.90,0.65390,0
2020_28_03_14_38,828,22.4,37,-93,0.14,13.46,4.01,53.92,0.66231,0
2020_28_03_14_43,843,22.7,36,-94,0.14,13.86,3.69,51.12,0.64972,0
2020_28_03_14_49,857,23,35,-94,0.14,13.86,3.03,42.00,0.63594,0
2020_28_03_14_55,871,23.3,34,-94,0.14,14.66,1.12,16.46,0.69586,0
2020_28_03_15_01,868,23.6,32,-94,0.14,14.66,3.60,52.76,0.67995,0
2020_28_03_15_12,879,24.1,30,-95,0.14,14.87,0.83,12.33,0.72705,1
2020_28_04_05_54,0,14.9,156,-33,0.14,12.87,0.01,0.14,0.73505,1
2020_28_04_05_59,0,14.9,156,-33,0.14,13.67,0.03,0.42,0.74444,1
2020_28_04_06_05,0,14.9,154,-38,0.14,14.67,0.06,0.85,0.76454,2
2020_28_04_06_22,0,14.9,152,-44,0.14,15.66,0.14,2.11,0.77553,3
2020_28_04_06_28,0,14.9,150,-47,0.14,16.06,0.17,2.67,0.78305,3
2020_28_04_06_34,0,14.9,149,-49,0.14,16.06,0.21,3.39,0.78668,3
2020_28_04_06_40,0,14.9,148,-50,0.14,16.26,0.25,4.07,0.78599,3
2020_28_04_06_46,0,14.9,147,-52,0.14,16.27,0.28,4.59,0.78854,3
2020_28_04_06_51,0,14.9,146,-53,0.14,16.47,0.32,5.25,0.79235,3
2020_28_04_06_57,0,14.9,145,-54,0.14,17.06,0.35,6.01,0.79665,3
2020_28_04_07_03,0,14.8,143,-56,0.14,16.47,0.40,6.52,0.79405,3
2020_28_04_07_09,0,14.8,142,-57,0.14,16.47,0.42,6.92,0.79028,3
2020_28_04_07_14,0,14.8,141,-58,0.14,16.66,0.45,7.48,0.78982,3
2020_28_04_07_20,0,14.8,140,-59,0.14,16.86,0.49,8.31,0.79860,3
2020_28_04_07_26,0,14.8,139,-60,0.14,16.47,0.55,9.07,0.79063,3
2020_28_04_07_32,0,14.8,138,-61,0.14,16.47,0.59,9.78,0.78850,3
2020_28_04_07_37,0,14.8,137,-62,0.14,16.66,0.63,10.50,0.78881,3
2020_28_04_07_43,0,14.8,135,-63,0.14,17.06,0.69,11.72,0.79387,3
2020_28_04_07_49,0,14.8,134,-64,0.14,16.47,0.78,12.80,0.78272,3
2020_28_04_07_55,0,14.8,132,-65,0.14,16.47,0.87,14.25,0.77868,3
2020_28_04_08_01,0,14.7,131,-65,0.14,16.47,0.94,15.47,0.77520,3
2020_28_04_08_06,0,14.7,130,-66,0.14,16.47,1.01,16.62,0.77449,3
2020_28_04_08_12,0,14.7,129,-66,0.14,16.47,1.06,17.41,0.76546,3
2020_28_04_08_18,0,14.7,127,-67,0.14,16.26,1.13,18.39,0.75970,2
2020_28_04_08_24,0,14.7,126,-68,0.14,16.66,1.17,19.54,0.79744,3
2020_28_04_08_29,0,14.7,124,-68,0.14,16.27,1.09,17.69,0.75797,2
2020_28_04_08_35,0,14.6,123,-69,0.14,16.86,1.13,19.00,0.75212,2
2020_28_04_08_41,0,14.6,122,-69,0.14,16.06,1.04,16.72,0.73447,1
2020_28_04_09_04,0,14.5,116,-71,0.14,16.47,1.09,17.89,0.77314,3
2020_28_04_09_10,0,14.5,115,-71,0.14,15.46,3.28,50.76,0.76150,2
2020_28_04_09_16,0,14.5,114,-72,0.14,16.26,1.27,20.62,0.81235,3
2020_28_04_09_27,0,14.5,112,-72,0.14,15.86,1.04,16.46,0.81271,3
2020_28_04_09_33,0,14.5,109,-73,0.14,16.06,0.99,15.87,0.77490,3
2020_28_04_09_39,0,14.5,108,-73,0.14,16.06,0.97,15.64,0.74982,2
2020_28_04_09_44,0,14.5,107,-73,0.14,16.06,0.96,15.34,0.76862,3
2020_28_04_09_50,0,14.5,106,-74,0.14,16.06,1.14,18.26,0.76841,3
2020_28_04_09_56,0,14.4,104,-74,0.14,16.66,1.30,21.72,0.77558,3
2020_28_04_10_02,0,14.4,103,-74,0.14,16.26,1.41,22.88,0.76190,2
2020_28_04_10_07,0,14.4,102,-74,0.14,16.06,1.52,24.43,0.74944,2
2020_28_04_10_13,0,14.4,100,-75,0.14,15.86,1.64,26.07,0.76114,2
2020_28_04_10_19,0,14.4,99,-75,0.14,14.06,3.67,51.61,0.56152,0
2020_28_04_10_31,0,14.3,96,-75,0.14,12.67,5.02,63.58,0.61442,0
2020_28_04_10_36,0,14.3,95,-75,0.14,13.26,4.51,59.79,0.62471,0
2020_28_04_10_42,0,14.3,94,-75,0.14,13.26,4.44,58.85,0.62522,0
2020_28_04_10_48,0,14.3,91,-76,0.14,13.26,4.46,59.11,0.63034,0
2020_28_04_10_54,0,14.3,90,-76,0.14,13.26,4.46,59.07,0.62781,0
2020_28_04_10_59,0,14.3,90,-76,0.14,13.26,4.45,58.99,0.62881,0
2020_28_04_11_05,6,14.3,88,-76,0.14,13.26,4.47,59.31,0.62582,0
2020_28_04_11_11,15,14.3,86,-76,0.14,13.26,4.51,59.78,0.62712,0
2020_28_04_11_17,25,14.3,85,-76,0.14,12.87,4.59,59.02,0.62123,0
2020_28_04_11_22,33,14.4,84,-76,0.14,12.87,4.63,59.64,0.61802,0
2020_28_04_11_28,46,14.5,82,-77,0.14,13.06,4.62,60.31,0.62211,0
2020_28_04_11_34,53,14.5,80,-77,0.14,13.66,4.46,60.88,0.62221,0
2020_28_04_11_40,61,14.6,79,-77,0.14,13.06,4.60,60.04,0.61729,0
2020_28_04_11_46,71,14.6,78,-77,0.14,12.87,4.66,59.95,0.62070,0
2020_28_04_11_51,84,14.6,77,-77,0.14,12.87,4.63,59.54,0.61700,0
2020_28_04_11_57,99,14.7,76,-77,0.14,12.86,4.63,59.57,0.61368,0
2020_28_04_12_03,129,14.8,73,-77,0.14,12.87,4.62,59.42,0.61768,0
2020_28_04_12_09,139,14.9,72,-77,0.14,13.06,4.56,59.54,0.61898,0
2020_28_04_12_14,148,14.9,71,-77,0.14,12.87,4.63,59.63,0.61550,0
2020_28_04_12_20,157,15,70,-77,0.14,12.87,4.61,59.28,0.61254,0
2020_28_04_12_32,179,15.2,67,-77,0.14,13.26,4.51,59.75,0.61928,0
2020_28_04_12_37,193,15.2,66,-77,0.14,13.06,4.55,59.37,0.61261,0
2020_28_04_12_43,224,15.4,63,-77,0.14,13.26,4.50,59.72,0.62832,0
2020_28_04_12_49,240,15.4,62,-77,0.14,13.45,4.48,60.27,0.62804,0
2020_28_04_12_55,258,15.5,61,-77,0.14,13.26,4.70,62.30,0.62570,0
2020_28_04_13_01,290,15.6,60,-77,0.14,12.86,4.92,63.28,0.61227,0
2020_28_04_13_18,404,15.6,55,-77,0.14,13.46,4.74,63.85,0.62754,0
2020_28_04_13_24,443,15.6,54,-77,0.14,13.26,4.66,61.73,0.62453,0
2020_28_04_13_41,519,15.5,50,-77,0.14,13.46,4.39,59.10,0.63352,0
2020_28_04_13_47,556,15.5,49,-77,0.14,13.86,1.06,14.73,0.53146,0
2020_28_04_13_52,569,15.5,48,-77,0.14,14.26,4.36,62.17,0.73210,1
2020_28_04_13_58,577,15.5,47,-76,0.14,13.46,4.21,56.67,0.64930,0
2020_28_04_14_10,672,15.6,43,-76,0.14,13.46,4.06,54.70,0.63762,0
2020_28_04_14_21,722,15.8,40,-76,0.14,13.66,3.78,51.68,0.64609,0
2020_28_04_14_27,733,15.9,39,-75,0.14,13.46,3.79,51.05,0.64136,0
2020_28_04_14_33,648,16,37,-75,0.14,13.26,3.70,49.10,0.65279,0
2020_28_04_14_38,650,16.1,36,-74,0.14,13.67,3.43,46.92,0.65342,0
2020_28_04_14_44,666,16.2,34,-74,0.14,14.06,3.32,46.62,0.66504,0
2020_28_04_14_50,638,16.3,33,-74,0.14,13.66,3.33,45.45,0.66056,0
2020_28_04_14_56,597,16.4,32,-73,0.14,14.26,3.17,45.25,0.66315,0
2020_28_04_15_02,597,16.6,31,-73,0.14,13.85,3.15,43.56,0.66146,0
2020_28_04_15_07,613,16.8,30,-72,0.14,14.46,2.89,41.79,0.67970,0
2020_28_04_15_13,744,17.4,27,-71,0.14,14.06,2.93,41.13,0.69144,0
2020_28_04_15_19,775,17.7,26,-71,0.14,14.26,2.82,40.14,0.68186,0
2020_28_04_15_25,793,18,25,-70,0.14,14.27,2.69,38.40,0.68827,0
2020_28_04_15_30,820,18.4,24,-69,0.14,14.45,2.58,37.24,0.69413,0
2020_28_04_15_36,852,18.7,23,-68,0.14,14.66,2.43,35.59,0.70028,1
2020_28_04_15_42,902,19,22,-67,0.14,15.45,2.16,33.39,0.69958,0
2020_28_04_15_48,967,19.7,19,-64,0.14,15.06,1.96,29.52,0.68500,0
2020_28_04_15_53,965,20,18,-63,0.14,6.86,1.67,11.46,0.33073,0
2020_28_04_15_59,965,20,18,-63,0.14,7.26,1.10,7.99,0.34920,0
2020_28_04_16_05,995,20.5,16,-59,0.14,15.86,0.42,6.69,0.73724,1
2020_28_04_16_11,1004,20.6,15,-57,0.14,15.25,0.45,6.86,0.73521,1
2020_28_04_16_16,1009,20.7,14,-55,0.14,15.45,0.45,6.89,0.74271,1
2020_28_04_16_22,1014,20.8,13,-51,0.14,15.65,0.46,7.14,0.74855,2
2020_28_04_16_28,1023,21,11,-44,0.14,15.45,0.43,6.71,0.74164,1
2020_28_04_16_34,1026,21.1,10,-39,0.14,15.45,0.42,6.54,0.74279,1
2020_28_04_16_39,1014,21.2,10,-33,0.14,15.45,0.42,6.52,0.75306,2
2020_28_04_16_45,999,21.3,9,-27,0.14,16.06,0.38,6.15,0.75443,2
2020_28_04_16_51,1011,21.5,8,-19,0.14,15.85,0.41,6.42,0.75119,2
2020_28_04_16_57,1030,21.6,8,-11,0.14,15.45,0.38,5.87,0.74126,1
2020_28_04_17_03,1026,21.8,8,6,0.14,15.45,0.34,5.22,0.73081,1
2020_28_04_17_08,1018,21.9,8,14,0.14,15.06,0.31,4.70,0.74563,2
2020_28_04_17_14,1010,22,9,22,0.14,15.26,0.27,4.10,0.75924,2
2020_28_04_17_20,1017,22.1,9,29,0.14,14.87,0.25,3.67,0.74416,1
2020_28_04_17_26,1028,22.3,10,35,0.14,15.06,0.21,3.16,0.74901,2
2020_28_04_17_31,1028,22.4,11,41,0.14,15.06,0.20,2.98,0.75238,2
2020_28_04_17_37,1024,22.5,11,45,0.14,15.06,0.21,3.21,0.74672,2
2020_28_04_17_43,973,22.7,13,53,0.14,14.87,0.15,2.29,0.72036,1
2020_28_04_17_49,968,22.9,14,55,0.14,14.45,0.09,1.30,0.71019,1
2020_28_04_17_54,970,23,15,58,0.14,13.66,0.06,0.79,0.69723,0
2020_28_04_18_00,938,23.1,16,60,0.14,13.06,0.03,0.43,0.66020,0
2020_29_04_05_59,0,14.7,156,-33,0.14,11.86,0.01,0.12,0.69470,0
2020_29_04_06_04,0,14.6,154,-37,0.14,12.67,0.02,0.24,0.70112,1
2020_29_04_06_10,0,14.6,153,-39,0.14,13.46,0.03,0.40,0.72490,1
2020_29_04_06_16,0,14.5,153,-41,0.14,14.07,0.04,0.52,0.72190,1
2020_29_04_06_22,0,14.5,152,-43,0.14,13.86,0.05,0.67,0.73570,1
2020_29_04_06_27,0,14.5,151,-45,0.14,14.67,0.06,0.87,0.75401,2
2020_29_04_06_33,0,14.4,149,-48,0.14,15.26,0.08,1.22,0.75358,2
2020_29_04_06_39,0,14.4,148,-50,0.14,15.06,0.09,1.39,0.75006,2
2020_29_04_06_45,0,14.4,147,-51,0.14,14.46,0.09,1.33,0.74446,1
2020_29_04_06_50,0,14.4,146,-52,0.14,15.26,0.10,1.53,0.76266,2
2020_29_04_06_56,0,14.3,145,-54,0.14,15.26,0.13,1.98,0.77439,3
2020_29_04_07_02,0,14.3,144,-55,0.14,15.66,0.20,3.15,0.79098,3
2020_29_04_07_08,0,14.3,142,-57,0.14,16.06,0.28,4.42,0.77774,3
2020_29_04_07_13,0,14.2,141,-58,0.14,16.06,0.26,4.19,0.77124,3
2020_29_04_07_19,0,14.2,140,-59,0.14,15.86,0.27,4.27,0.78101,3
2020_29_04_07_25,0,14.2,139,-60,0.14,15.86,0.30,4.76,0.78381,3
2020_29_04_07_31,0,14.2,138,-61,0.14,16.46,0.44,7.23,0.81288,3
2020_29_04_07_34,0,14.1,137,-61,0.14,16.47,0.54,8.96,0.79890,3
2020_29_04_07_40,0,14.1,136,-62,0.14,16.06,0.49,7.84,0.76808,3
2020_29_04_07_46,0,14.1,135,-63,0.14,16.27,0.43,6.91,0.78468,3
2020_29_04_07_51,0,14.1,133,-63,0.14,16.26,0.52,8.41,0.78673,3
2020_29_04_07_57,0,14.1,132,-64,0.14,16.47,0.55,9.03,0.77996,3
2020_29_04_08_03,0,14,130,-65,0.14,15.86,0.60,9.47,0.77923,3
2020_29_04_08_09,0,14,129,-66,0.14,16.47,0.72,11.81,0.76053,2
2020_29_04_08_14,0,14,128,-66,0.14,16.26,0.62,10.15,0.78196,3
2020_29_04_08_20,0,14,127,-67,0.14,16.66,0.61,10.11,0.79014,3
2020_29_04_08_26,0,13.9,126,-67,0.14,17.06,0.63,10.66,0.81965,3
2020_29_04_08_32,0,13.9,124,-68,0.14,17.86,0.66,11.81,0.75537,2
2020_29_04_08_37,0,13.9,123,-68,0.14,17.86,0.83,14.88,0.74948,2
2020_29_04_08_43,0,13.9,121,-69,0.14,17.06,1.44,24.63,0.57554,0
2020_29_04_08_49,0,13.9,120,-70,0.14,15.66,0.76,11.82,0.71264,1
2020_29_04_08_55,0,13.8,119,-70,0.14,15.66,0.66,10.29,0.76476,2
2020_29_04_09_00,0,13.8,117,-70,0.14,15.66,0.95,14.80,0.66567,0
2020_29_04_09_06,0,13.8,116,-71,0.14,16.06,0.77,12.41,0.77271,3
2020_29_04_09_12,0,13.8,115,-71,0.14,16.06,0.83,13.30,0.77308,3
2020_29_04_09_18,0,13.8,113,-72,0.14,16.06,0.79,12.70,0.75760,2
2020_29_04_09_29,0,13.7,110,-72,0.14,15.06,3.20,48.18,0.70341,1
2020_29_04_09_41,0,13.7,108,-73,0.14,15.06,3.23,48.64,0.70486,1
2020_29_04_09_47,0,13.7,107,-73,0.14,15.26,3.50,53.47,0.72750,1
2020_29_04_10_10,0,13.6,101,-74,0.14,13.86,4.26,59.09,0.64814,0
2020_29_04_10_15,0,13.6,100,-74,0.14,11.26,2.94,33.09,0.61160,0
2020_29_04_10_21,0,13.5,98,-74,0.14,15.26,1.29,19.75,0.76782,3
2020_29_04_10_27,0,13.5,97,-75,0.14,15.45,1.17,18.09,0.75058,2
2020_29_04_10_33,0,13.5,95,-75,0.14,15.86,0.96,15.23,0.75505,2
2020_29_04_10_38,0,13.5,94,-75,0.14,15.87,1.19,18.81,0.79262,3
2020_29_04_10_44,0,13.5,92,-75,0.14,15.86,1.34,21.17,0.75866,2
2020_29_04_10_50,0,13.4,91,-75,0.14,15.66,1.33,20.89,0.75007,2
2020_29_04_10_56,0,13.4,90,-76,0.14,15.86,1.51,23.96,0.80007,3
2020_29_04_11_01,3,13.5,89,-76,0.14,15.45,1.83,28.21,0.72993,1
2020_29_04_11_07,8,13.5,88,-76,0.14,14.06,4.98,70.02,0.64505,0
2020_29_04_11_13,37,13.7,85,-76,0.14,13.66,5.06,69.12,0.62360,0
2020_29_04_11_24,62,13.9,83,-76,0.14,14.67,1.52,22.34,0.72903,1
2020_29_04_11_30,77,14.1,82,-76,0.14,13.46,4.70,63.28,0.61826,0
2020_29_04_11_42,110,14.3,79,-77,0.14,14.27,4.83,68.91,0.64384,0
2020_29_04_11_48,150,14.5,77,-77,0.14,13.26,4.98,66.07,0.61933,0
2020_29_04_11_53,173,14.7,76,-77,0.14,13.06,5.19,67.76,0.60386,0
2020_29_04_12_05,223,14.9,73,-77,0.14,14.27,1.98,28.20,0.69538,0
2020_29_04_12_11,242,15,72,-77,0.14,14.87,2.66,39.57,0.77192,3
2020_29_04_12_16,259,15.2,71,-77,0.14,13.26,4.72,62.52,0.61580,0
2020_29_04_12_22,264,15.3,69,-77,0.14,13.26,4.60,61.01,0.62582,0
2020_29_04_12_28,277,15.6,67,-77,0.14,13.26,4.56,60.41,0.61298,0
2020_29_04_12_34,291,15.8,66,-77,0.14,13.26,4.38,58.05,0.61460,0
2020_29_04_12_39,298,15.9,65,-77,0.14,13.46,4.00,53.88,0.62877,0
2020_29_04_12_45,305,16,63,-77,0.14,13.26,4.30,57.04,0.65470,0
2020_29_04_12_51,337,16.2,62,-77,0.14,13.46,4.27,57.46,0.62655,0
2020_29_04_12_57,376,16.3,61,-77,0.14,13.26,4.26,56.45,0.63057,0
2020_29_04_13_02,387,16.4,60,-77,0.14,13.26,4.23,56.08,0.62748,0
2020_29_04_13_08,404,16.6,57,-77,0.14,13.26,3.92,52.01,0.62475,0
2020_29_04_13_14,424,16.6,56,-77,0.14,13.46,3.84,51.63,0.63456,0
2020_29_04_13_20,470,16.6,55,-77,0.14,13.86,3.42,47.37,0.64013,0
2020_29_04_13_25,522,16.6,54,-77,0.14,14.27,1.05,14.97,0.69631,0
2020_29_04_13_31,545,16.7,53,-77,0.14,14.86,0.83,12.29,0.73398,1
2020_29_04_13_37,557,16.7,51,-77,0.14,15.25,0.92,14.09,0.76308,2
2020_29_04_13_43,544,16.7,49,-76,0.14,15.66,1.03,16.15,0.75266,2
2020_29_04_13_49,522,16.8,48,-76,0.14,15.65,1.17,18.25,0.75921,2
2020_29_04_13_54,495,16.8,46,-76,0.14,15.65,1.27,19.92,0.75850,2
2020_29_04_14_00,451,16.8,45,-76,0.14,15.45,2.31,35.63,0.78183,3
2020_29_04_14_06,404,16.9,44,-76,0.14,14.67,2.96,43.38,0.69605,0
2020_29_04_14_12,391,17,43,-76,0.14,14.66,2.80,41.09,0.69173,0
2020_29_04_14_17,396,17.2,42,-75,0.14,14.46,2.73,39.42,0.68663,0
2020_29_04_14_23,628,17.4,39,-75,0.14,14.46,3.23,46.68,0.68470,0
2020_29_04_14_29,567,17.6,38,-75,0.14,14.27,3.32,47.39,0.66610,0
2020_29_04_14_35,448,17.7,37,-74,0.14,14.06,3.17,44.50,0.66228,0
2020_29_04_14_40,419,17.8,36,-74,0.14,14.66,3.06,44.86,0.66403,0
2020_29_04_14_46,422,17.9,34,-74,0.14,14.06,3.37,47.37,0.67414,0
2020_29_04_14_52,478,18.1,33,-73,0.14,13.86,3.31,45.93,0.66509,0
2020_29_04_14_58,552,18.2,32,-73,0.14,14.06,3.04,42.78,0.66788,0
2020_29_04_15_03,702,18.7,30,-72,0.14,14.06,3.14,44.15,0.66441,0
2020_29_04_15_09,665,19.1,29,-71,0.14,14.27,2.89,41.24,0.68559,0
2020_29_04_15_15,594,19.6,27,-71,0.14,14.46,2.68,38.72,0.68294,0
2020_29_04_15_21,550,20.1,26,-70,0.14,14.45,2.24,32.35,0.71191,1
2020_29_04_15_27,511,20.5,25,-69,0.14,14.87,1.72,25.56,0.69051,0
2020_29_04_15_32,397,21,24,-68,0.14,15.85,1.04,16.42,0.79640,3
2020_29_04_15_38,351,21.9,22,-66,0.14,15.66,1.66,25.93,0.75251,2
2020_29_04_15_44,501,22.4,20,-65,0.14,15.45,1.78,27.44,0.73287,1
2020_29_04_15_50,638,22.8,19,-64,0.14,15.66,1.72,26.92,0.68859,0
2020_29_04_15_55,765,23.3,18,-62,0.14,16.65,1.13,18.75,0.49160,0
2020_30_04_13_36,192,17.8,51,-76,0.14,12.86,4.45,57.25,0.61599,0
2020_30_04_13_42,218,17.8,50,-76,0.14,13.26,4.06,53.80,0.62523,0
2020_30_04_13_48,283,17.9,48,-76,0.14,13.26,3.94,52.20,0.64241,0
2020_30_04_13_53,318,18,46,-76,0.14,13.66,3.74,51.13,0.65148,0
2020_30_04_13_59,318,18,46,-76,0.14,13.46,4.06,54.66,0.64755,0
2020_30_04_14_05,388,18,44,-75,0.14,13.46,3.80,51.17,0.64318,0
2020_30_04_14_11,427,18,43,-75,0.14,13.26,4.06,53.89,0.63512,0
2020_30_04_14_17,466,18,42,-75,0.14,13.26,4.22,55.90,0.63845,0
2020_30_04_14_22,481,17.9,40,-75,0.14,13.06,4.44,57.96,0.62048,0
2020_30_04_14_28,498,17.8,38,-74,0.14,14.86,3.01,44.79,0.60186,0
2020_30_04_14_34,509,17.8,37,-74,0.14,13.26,4.42,58.66,0.62862,0
2020_30_04_14_40,523,17.8,36,-73,0.14,14.06,3.31,46.55,0.70590,1
2020_30_04_14_45,538,17.7,35,-73,0.14,14.46,1.33,19.25,0.69716,0
2020_30_04_14_51,540,17.7,33,-73,0.14,14.86,0.78,11.65,0.66375,0
2020_30_04_14_57,537,17.7,32,-72,0.14,14.45,0.32,4.64,0.71274,1
2020_30_04_15_03,486,17.7,30,-71,0.14,14.66,0.23,3.34,0.74307,1
2020_30_04_15_08,469,17.7,29,-71,0.14,14.66,0.22,3.23,0.74389,1
2020_30_04_15_14,456,17.8,27,-70,0.14,15.05,0.20,3.04,0.74444,1
2020_30_04_15_20,445,17.9,26,-69,0.14,15.06,0.17,2.62,0.73824,1
2020_30_04_15_26,434,17.9,25,-68,0.14,15.06,0.16,2.44,0.75469,2
2020_30_04_15_31,423,18,24,-67,0.14,15.05,0.16,2.44,0.74751,2
2020_30_04_15_37,411,18.1,23,-66,0.14,15.06,0.16,2.39,0.75158,2
2020_30_04_15_43,399,18.2,21,-64,0.14,15.06,0.17,2.52,0.75810,2
2020_30_04_15_49,402,18.3,19,-63,0.14,14.86,0.20,2.90,0.75942,2
2020_30_04_15_54,408,18.4,18,-61,0.14,15.06,0.22,3.31,0.76434,2
2020_30_04_16_00,419,18.5,17,-59,0.14,15.05,0.20,3.04,0.74158,1
2020_30_04_16_06,432,18.6,16,-57,0.14,15.26,0.22,3.39,0.77728,3
2020_30_04_16_12,451,18.7,15,-55,0.14,15.65,0.29,4.46,0.77817,3
2020_30_04_16_17,474,18.9,14,-52,0.14,15.85,0.34,5.33,0.76855,3
2020_30_04_16_23,552,19.2,12,-46,0.14,15.65,0.32,4.98,0.76109,2
2020_30_04_16_29,591,19.4,11,-41,0.14,15.45,0.30,4.67,0.76609,3
2020_30_04_16_35,630,19.6,11,-37,0.14,15.86,0.27,4.28,0.76967,3
2020_30_04_16_41,681,19.7,10,-31,0.14,15.66,0.24,3.71,0.75419,2
2020_30_04_16_46,734,19.9,9,-25,0.14,15.25,0.21,3.22,0.75133,2
2020_30_04_16_52,758,20.1,9,-18,0.14,14.87,0.18,2.69,0.75079,2
2020_30_04_16_58,772,20.3,9,-10,0.14,15.26,0.16,2.37,0.75122,2
2020_30_04_17_04,804,20.6,9,6,0.14,14.87,0.15,2.20,0.74931,2
2020_30_04_17_09,827,20.8,9,14,0.14,14.66,0.13,1.88,0.74018,1
2020_30_04_17_15,852,21,9,21,0.14,14.66,0.09,1.36,0.72151,1
2020_30_04_17_21,862,21.2,10,28,0.14,13.46,0.05,0.71,0.68874,0
2020_30_04_17_27,869,21.3,10,34,0.14,13.26,0.03,0.41,0.69624,0
2020_30_04_17_32,888,21.5,11,39,0.14,13.06,0.02,0.29,0.68809,0
2020_30_04_17_38,944,21.9,13,47,0.14,12.66,0.02,0.29,0.62637,0
2020_30_04_17_44,976,22.1,14,51,0.14,12.86,0.02,0.26,0.67273,0
2020_30_04_17_50,986,22.3,15,53,0.14,12.86,0.02,0.27,0.67557,0
2020_30_04_17_55,988,22.5,16,56,0.14,12.46,0.02,0.20,0.67217,0
2020_30_04_18_01,983,22.6,17,58,0.14,10.86,0.01,0.09,0.59385,0
2021_01_10_06_05,0,12.8,162,-79,0.14,13.96,0.04,0.54,0.67826,0
2021_01_10_06_07,0,12.8,162,-79,0.14,14.47,0.05,0.68,0.68652,0
2021_01_10_06_09,0,12.7,161,-80,0.14,13.96,0.06,0.77,0.68314,0
2021_01_10_06_12,0,12.7,161,-80,0.14,14.47,0.06,0.82,0.69776,0
2021_01_10_06_14,0,12.7,159,-81,0.14,14.46,0.06,0.85,0.69934,0
2021_01_10_06_16,0,12.7,159,-81,0.14,14.97,0.06,0.93,0.70595,1
